ITINERARY_ID,PORT_ID,DAY,TIME_IN_PORT,TIME_OUT_PORT,TENDER
190683,L24601,3,08:00,16:00,N
190683,000158,4,08:00,20:00,N
190683,,5,,,N
190683,002639,6,08:00,18:00,N
190683,L24561,7,08:00,18:00,N
190683,001673,8,06:00,,N
190683,001673,1,,23:59,N
190685,001610,1,,23:00,N
190685,L24601,2,08:00,16:00,N
190685,000158,3,08:00,20:00,N
190685,,4,,,N
190685,002639,5,08:00,18:00,N
190685,L24561,6,08:00,18:00,N
190685,001673,7,06:00,23:59,N
190685,001610,8,08:00,,N
190687,000534,1,,20:00,N
190687,CL0405,2,09:00,20:00,Y
190687,,3,,,N
190687,001913,4,07:00,23:59,N
190687,001913,5,00:01,14:00,N
190687,004668,6,08:00,20:00,N
190687,,7,,,N
190687,000534,8,08:00,,N
190689,000534,1,,20:00,N
190689,,2,,,N
190689,001913,3,08:00,23:59,N
190689,001913,4,00:01,14:00,N
190689,004668,5,08:00,23:00,N
190689,,6,,,N
190689,CL0405,7,07:00,18:00,Y
190689,000534,8,08:00,,N
190691,000534,1,,20:00,N
190691,,2,,,N
190691,004404,3,07:00,18:00,Y
190691,L46052,4,08:00,18:00,N
190691,L15647,5,08:00,20:00,N
190691,L38042,6,07:00,18:00,Y
190691,,7,,,N
190691,000534,8,08:00,,N
190693,000534,1,,20:00,N
190693,,2,,,N
190693,L21487,3,09:00,18:00,N
190693,L21485,4,07:00,17:00,N
190693,L21521,5,09:00,19:00,N
190693,L15649,6,08:00,18:00,N
190693,,7,,,N
190693,000534,8,08:00,,N
190695,001673,1,,23:59,N
190695,001610,2,08:00,23:00,N
190695,,3,,,N
190695,,4,,,N
190695,L38041,5,08:00,18:00,N
190695,,6,,,N
190695,,7,,,N
190695,,8,,,N
190695,,9,,,N
190695,000719,10,09:00,18:00,N
190695,002049,11,08:00,15:00,N
190695,L27691,12,13:00,18:00,N
190695,001984,13,08:00,23:00,N
190695,L15621,14,08:00,17:00,N
190695,,15,,,N
190695,L21485,16,08:00,17:00,N
190695,L21521,17,09:00,18:00,N
190695,,18,,,N
190695,000534,19,06:00,,N
190697,001610,1,,23:00,N
190697,,2,,,N
190697,,3,,,N
190697,L38041,4,08:00,18:00,N
190697,,5,,,N
190697,,6,,,N
190697,,7,,,N
190697,,8,,,N
190697,000719,9,09:00,18:00,N
190697,002049,10,08:00,15:00,N
190697,L27691,11,13:00,18:00,N
190697,001984,12,08:00,23:00,N
190697,L15621,13,08:00,17:00,N
190697,,14,,,N
190697,L21485,15,08:00,17:00,N
190697,L21521,16,09:00,18:00,N
190697,,17,,,N
190697,000534,18,06:00,,N
301055,000534,1,,20:00,N
301055,,2,,,N
301055,001913,3,08:00,23:59,N
301055,001913,4,00:01,14:00,N
301055,004668,5,08:00,23:00,N
301055,,6,,,N
301055,CL0405,7,07:00,18:00,Y
301055,000534,8,08:00,,N
301059,000534,1,,20:00,N
301059,,2,,,N
301059,001913,3,08:00,23:59,N
301059,001913,4,00:01,14:00,N
301059,004668,5,08:00,23:00,N
301059,,6,,,N
301059,CL0405,7,07:00,18:00,Y
301059,000534,8,08:00,,N
301139,001673,1,,23:59,N
301139,002393,2,08:00,16:00,N
301139,000158,3,08:00,20:00,N
301139,,4,,,N
301139,002112,5,08:00,17:00,N
301139,002639,6,08:00,23:00,N
301139,001673,8,06:00,,N
301139,001610,7,08:00,23:00,N
258497,,2,,,N
258497,000282,3,08:00,21:00,N
258497,000373,4,08:00,18:00,N
258497,002050,5,08:00,17:00,N
258497,001723,6,09:00,18:00,N
258497,002690,7,09:00,19:00,N
258497,001628,8,06:00,,N
258497,001628,1,,22:00,N
258507,001628,1,,06:00,N
258507,,2,,,N
258507,002836,3,08:00,18:00,N
258507,004070,4,09:00,18:00,N
258507,000531,5,08:00,17:00,N
258507,002625,6,10:00,19:00,N
258507,001002,7,08:00,18:00,N
258507,001628,8,06:00,,N
258517,001628,1,,22:00,N
258517,,2,,,N
258517,002696,3,10:00,18:00,N
258517,005741,4,07:00,17:00,Y
258517,000373,5,10:00,18:00,N
258517,002700,6,08:00,18:00,N
258517,002693,7,08:00,16:00,N
258517,001628,8,06:00,,N
307211,001610,2,08:00,23:00,N
307211,L24601,3,08:00,16:00,N
307211,000158,4,08:00,20:00,N
307211,,5,,,N
307211,002639,6,08:00,18:00,N
307211,L24561,7,08:00,18:00,N
307211,001673,8,06:00,,N
307211,001673,1,,23:59,N
307217,001610,1,,23:00,N
307217,L24601,2,08:00,16:00,N
307217,000158,3,08:00,20:00,N
307217,,4,,,N
307217,002639,5,08:00,18:00,N
307217,L24561,6,08:00,18:00,N
307217,001673,7,06:00,23:59,N
307217,001610,8,08:00,,N
307223,000534,1,,20:00,N
307223,CL0405,2,09:00,20:00,Y
307223,,3,,,N
307223,001913,4,07:00,23:59,N
307223,001913,5,00:01,14:00,N
307223,004668,6,08:00,20:00,N
307223,,7,,,N
307223,000534,8,08:00,,N
307229,000534,1,,20:00,N
307229,,2,,,N
307229,004404,3,07:00,18:00,Y
307229,L46052,4,08:00,18:00,N
307229,L15647,5,08:00,20:00,N
307229,L38042,6,07:00,18:00,Y
307229,,7,,,N
307229,000534,8,08:00,,N
307235,000534,1,,20:00,N
307235,,2,,,N
307235,L21487,3,09:00,18:00,N
307235,L21485,4,07:00,17:00,N
307235,L21521,5,09:00,19:00,N
307235,L15649,6,08:00,18:00,N
307235,,7,,,N
307235,000534,8,08:00,,N
307265,001673,1,,23:59,N
307265,001610,2,08:00,23:00,N
307265,,3,,,N
307265,,4,,,N
307265,L38041,5,08:00,18:00,N
307265,,6,,,N
307265,,7,,,N
307265,,8,,,N
307265,,9,,,N
307265,000719,10,09:00,18:00,N
307265,002049,11,08:00,15:00,N
307265,L27691,12,13:00,18:00,N
307265,001984,13,08:00,23:00,N
307265,L15621,14,08:00,17:00,N
307265,,15,,,N
307265,L21485,16,08:00,17:00,N
307265,L21521,17,09:00,18:00,N
307265,,18,,,N
307265,000534,19,06:00,,N
307271,001610,1,,23:00,N
307271,,2,,,N
307271,,3,,,N
307271,L38041,4,08:00,18:00,N
307271,,5,,,N
307271,,6,,,N
307271,,7,,,N
307271,,8,,,N
307271,000719,9,09:00,18:00,N
307271,002049,10,08:00,15:00,N
307271,L27691,11,13:00,18:00,N
307271,L15621,12,08:00,18:00,N
307271,001984,13,08:00,23:00,N
307271,,14,,,N
307271,L21521,15,08:00,17:00,N
307271,L21485,16,09:00,18:00,N
307271,,17,,,N
307271,000534,18,06:00,,N
307277,000534,1,,22:00,N
307277,,2,,,Y
307277,001913,3,08:00,23:59,N
307277,,4,,,N
307277,000703,5,08:00,18:00,N
307277,,6,,,N
307277,L38049,7,14:00,23:59,N
307277,L38049,8,00:01,17:00,N
307277,,9,,,N
307277,,10,,,N
307277,,11,,,N
307277,,12,,,N
307277,L27685,13,08:00,16:00,N
307277,,14,,,N
307277,000531,15,10:00,19:00,N
307277,,16,,,N
307277,001628,17,08:00,18:00,N
307277,002693,18,08:00,16:00,N
307277,000282,19,06:00,,N
299599,001610,1,,23:00,N
299599,L24601,2,08:00,16:00,N
299599,000158,3,08:00,20:00,N
299599,,4,,,N
299599,002639,5,08:00,18:00,N
299599,L24561,6,08:00,18:00,N
299599,001673,7,06:00,23:59,N
299599,001610,8,08:00,,N
299605,001610,1,,23:00,N
299605,L24601,2,08:00,16:00,N
299605,000158,3,08:00,20:00,N
299605,,4,,,N
299605,002639,5,08:00,18:00,N
299605,L24561,6,08:00,18:00,N
299605,001673,7,06:00,23:59,N
299605,001610,8,08:00,,N
299609,000534,1,,20:00,N
299609,CL0405,2,09:00,20:00,Y
299609,,3,,,N
299609,001913,4,07:00,23:59,N
299609,001913,5,00:01,14:00,N
299609,004668,6,08:00,20:00,N
299609,,7,,,N
299609,000534,8,08:00,,N
299615,000534,1,,20:00,N
299615,CL0405,2,09:00,20:00,Y
299615,,3,,,N
299615,001913,4,07:00,23:59,N
299615,001913,5,00:01,14:00,N
299615,004668,6,08:00,20:00,N
299615,,7,,,N
299615,000534,8,08:00,,N
299619,000534,1,,20:00,N
299619,,2,,,N
299619,004404,3,07:00,18:00,Y
299619,L46052,4,08:00,18:00,N
299619,L15647,5,08:00,20:00,N
299619,L38042,6,07:00,18:00,Y
299619,,7,,,N
299619,000534,8,08:00,,N
299625,000534,1,,20:00,N
299625,,2,,,N
299625,004404,3,07:00,18:00,Y
299625,L46052,4,08:00,18:00,N
299625,L15647,5,08:00,20:00,N
299625,L38042,6,07:00,18:00,Y
299625,,7,,,N
299625,000534,8,08:00,,N
299629,000534,1,,20:00,N
299629,,2,,,N
299629,L21487,3,09:00,18:00,N
299629,L21485,4,07:00,17:00,N
299629,L21521,5,09:00,19:00,N
299629,L15649,6,08:00,18:00,N
299629,,7,,,N
299629,000534,8,08:00,,N
299635,000534,1,,20:00,N
299635,,2,,,N
299635,L21487,3,09:00,18:00,N
299635,L21485,4,07:00,17:00,N
299635,L21521,5,09:00,19:00,N
299635,L15649,6,08:00,18:00,N
299635,,7,,,N
299635,000534,8,08:00,,N
299679,001673,1,,23:59,N
299679,001610,2,08:00,23:00,N
299679,,3,,,N
299679,,4,,,N
299679,L38041,5,08:00,18:00,N
299679,,6,,,N
299679,,7,,,N
299679,,8,,,N
299679,,9,,,N
299679,000719,10,09:00,18:00,N
299679,002049,11,08:00,15:00,N
299679,L27691,12,13:00,18:00,N
299679,001984,13,08:00,23:00,N
299679,L15621,14,08:00,17:00,N
299679,,15,,,N
299679,L21485,16,08:00,17:00,N
299679,L21521,17,09:00,18:00,N
299679,,18,,,N
299679,000534,19,06:00,,N
299685,001673,1,,23:59,N
299685,001610,2,08:00,23:00,N
299685,,3,,,N
299685,,4,,,N
299685,L38041,5,08:00,18:00,N
299685,,6,,,N
299685,,7,,,N
299685,,8,,,N
299685,,9,,,N
299685,000719,10,09:00,18:00,N
299685,002049,11,08:00,15:00,N
299685,L27691,12,13:00,18:00,N
299685,001984,13,08:00,23:00,N
299685,L15621,14,08:00,17:00,N
299685,,15,,,N
299685,L21485,16,08:00,17:00,N
299685,L21521,17,09:00,18:00,N
299685,,18,,,N
299685,000534,19,06:00,,N
300133,,2,,,N
300133,000282,3,08:00,21:00,N
300133,000373,4,08:00,18:00,N
300133,002050,5,08:00,17:00,N
300133,001723,6,09:00,18:00,N
300133,002690,7,09:00,19:00,N
300133,001628,8,06:00,,N
300133,001628,1,,22:00,N
300139,,2,,,N
300139,000282,3,08:00,21:00,N
300139,000373,4,08:00,18:00,N
300139,002050,5,08:00,17:00,N
300139,001723,6,09:00,18:00,N
300139,002690,7,09:00,19:00,N
300139,001628,8,06:00,,N
300139,001628,1,,22:00,N
300145,001628,1,,22:00,N
300145,,2,,,N
300145,002836,3,08:00,18:00,N
300145,004070,4,09:00,18:00,N
300145,000531,5,08:00,17:00,N
300145,002625,6,10:00,19:00,N
300145,001002,7,08:00,18:00,N
300145,001628,8,06:00,,N
300151,001628,1,,22:00,N
300151,,2,,,N
300151,002836,3,08:00,18:00,N
300151,004070,4,09:00,18:00,N
300151,000531,5,08:00,17:00,N
300151,002625,6,10:00,19:00,N
300151,001002,7,08:00,18:00,N
300151,001628,8,06:00,,N
300157,001628,1,,22:00,N
300157,,2,,,N
300157,002696,3,10:00,18:00,N
300157,005741,4,07:00,17:00,Y
300157,000373,5,10:00,18:00,N
300157,002700,6,08:00,18:00,N
300157,002693,7,08:00,16:00,N
300157,001628,8,06:00,,N
300163,001628,1,,22:00,N
300163,,2,,,N
300163,002696,3,10:00,18:00,N
300163,005741,4,07:00,17:00,Y
300163,000373,5,10:00,18:00,N
300163,002700,6,08:00,18:00,N
300163,002693,7,08:00,16:00,N
300163,001628,8,06:00,,N
300169,001628,1,,22:00,N
300169,002625,2,09:00,19:00,N
300169,001002,3,08:00,18:00,N
300169,,4,,,N
300169,000158,5,08:00,17:00,N
300169,001673,6,08:00,,N
300175,001628,1,,22:00,N
300175,002625,2,09:00,19:00,N
300175,001002,3,08:00,18:00,N
300175,,4,,,N
300175,000158,5,08:00,17:00,N
300175,001673,6,08:00,,N
300181,001673,1,,23:59,N
300181,001610,2,08:00,23:00,N
300181,002393,3,08:00,16:00,N
300181,000158,4,08:00,20:00,N
300181,,5,,,N
300181,002112,6,08:00,17:00,N
300181,002639,7,09:00,18:00,N
300181,001673,8,06:00,,N
300185,001673,1,,23:59,N
300185,001610,2,08:00,23:00,N
300185,002393,3,08:00,16:00,N
300185,000158,4,08:00,20:00,N
300185,,5,,,N
300185,002112,6,08:00,17:00,N
300185,002639,7,09:00,18:00,N
300185,001673,8,06:00,,N
388155,000534,1,,20:00,N
388155,,2,,,N
388155,L21487,3,09:00,18:00,N
388155,L21485,4,07:00,17:00,N
388155,L21521,5,09:00,19:00,N
388155,L15649,6,08:00,18:00,N
388155,,7,,,N
388155,000534,8,08:00,,N
388189,001673,1,,23:59,N
388189,001610,2,08:00,23:00,N
388189,,3,,,N
388189,,4,,,N
388189,L38041,5,08:00,18:00,N
388189,,6,,,N
388189,,7,,,N
388189,,8,,,N
388189,,9,,,N
388189,000719,10,09:00,18:00,N
388189,002049,11,08:00,15:00,N
388189,L27691,12,13:00,18:00,N
388189,001984,13,08:00,23:00,N
388189,L15621,14,08:00,17:00,N
388189,,15,,,N
388189,L21485,16,08:00,17:00,N
388189,L21521,17,09:00,18:00,N
388189,,18,,,N
388189,000534,19,06:00,,N
388191,001673,1,,23:59,N
388191,001610,2,08:00,23:00,N
388191,,3,,,N
388191,,4,,,N
388191,L38041,5,08:00,18:00,N
388191,,6,,,N
388191,,7,,,N
388191,,8,,,N
388191,,9,,,N
388191,000719,10,09:00,18:00,N
388191,002049,11,08:00,15:00,N
388191,L27691,12,13:00,18:00,N
388191,001984,13,08:00,23:00,N
388191,L15621,14,08:00,17:00,N
388191,,15,,,N
388191,L21485,16,08:00,17:00,N
388191,L21521,17,09:00,18:00,N
388191,,18,,,N
388191,000534,19,06:00,,N
388193,001673,1,,23:59,N
388193,001610,2,08:00,23:00,N
388193,,3,,,N
388193,,4,,,N
388193,L38041,5,08:00,18:00,N
388193,,6,,,N
388193,,7,,,N
388193,,8,,,N
388193,,9,,,N
388193,000719,10,09:00,18:00,N
388193,002049,11,08:00,15:00,N
388193,L27691,12,13:00,18:00,N
388193,001984,13,08:00,23:00,N
388193,L15621,14,08:00,17:00,N
388193,,15,,,N
388193,L21485,16,08:00,17:00,N
388193,L21521,17,09:00,18:00,N
388193,,18,,,N
388193,000534,19,06:00,,N
388195,001673,1,,23:59,N
388195,001610,2,08:00,23:00,N
388195,,3,,,N
388195,,4,,,N
388195,L38041,5,08:00,18:00,N
388195,,6,,,N
388195,,7,,,N
388195,,8,,,N
388195,,9,,,N
388195,000719,10,09:00,18:00,N
388195,002049,11,08:00,15:00,N
388195,L27691,12,13:00,18:00,N
388195,001984,13,08:00,23:00,N
388195,L15621,14,08:00,17:00,N
388195,,15,,,N
388195,L21485,16,08:00,17:00,N
388195,L21521,17,09:00,18:00,N
388195,,18,,,N
388195,000534,19,06:00,,N
388197,001610,1,,23:00,N
388197,,2,,,N
388197,,3,,,N
388197,L38041,4,08:00,18:00,N
388197,,5,,,N
388197,,6,,,N
388197,,7,,,N
388197,,8,,,N
388197,000719,9,09:00,18:00,N
388197,002049,10,08:00,15:00,N
388197,L27691,11,13:00,18:00,N
388197,001984,12,08:00,23:00,N
388197,L15621,13,08:00,17:00,N
388197,,14,,,N
388197,L21485,15,08:00,17:00,N
388197,L21521,16,09:00,18:00,N
388197,,17,,,N
388197,000534,18,06:00,,N
388199,001610,1,,23:00,N
388199,,2,,,N
388199,,3,,,N
388199,L38041,4,08:00,18:00,N
388199,,5,,,N
388199,,6,,,N
388199,,7,,,N
388199,,8,,,N
388199,000719,9,09:00,18:00,N
388199,002049,10,08:00,15:00,N
388199,L27691,11,13:00,18:00,N
388199,001984,12,08:00,23:00,N
388199,L15621,13,08:00,17:00,N
388199,,14,,,N
388199,L21485,15,08:00,17:00,N
388199,L21521,16,09:00,18:00,N
388199,,17,,,N
388199,000534,18,06:00,,N
388201,000534,18,06:00,,N
388201,001610,1,,23:00,N
388201,,2,,,N
388201,,3,,,N
388201,L38041,4,08:00,18:00,N
388201,,5,,,N
388201,,6,,,N
388201,,7,,,N
388201,,8,,,N
388201,000719,9,09:00,18:00,N
388201,002049,10,08:00,15:00,N
388201,L27691,11,13:00,18:00,N
388201,001984,12,08:00,23:00,N
388201,L15621,13,08:00,17:00,N
388201,,14,,,N
388201,L21485,15,08:00,17:00,N
388201,L21521,16,09:00,18:00,N
388201,,17,,,N
388203,001610,1,,23:00,N
388203,,2,,,N
388203,,3,,,N
388203,L38041,4,08:00,18:00,N
388203,,5,,,N
388203,,6,,,N
388203,,7,,,N
388203,,8,,,N
388203,000719,9,09:00,18:00,N
388203,002049,10,08:00,15:00,N
388203,L27691,11,13:00,18:00,N
388203,001984,12,08:00,23:00,N
388203,L15621,13,08:00,17:00,N
388203,,14,,,N
388203,L21485,15,08:00,17:00,N
388203,L21521,16,09:00,18:00,N
388203,,17,,,N
388203,000534,18,06:00,,N
388205,000534,1,,22:00,N
388205,,2,,,Y
388205,001913,3,08:00,23:59,N
388205,,4,,,N
388205,000703,5,08:00,18:00,N
388205,,6,,,N
388205,L38049,7,14:00,23:59,N
388205,L38049,8,00:01,17:00,N
388205,,9,,,N
388205,,10,,,N
388205,,11,,,N
388205,,12,,,N
388205,L27685,13,08:00,16:00,N
388205,,14,,,N
388205,000531,15,10:00,19:00,N
388205,,16,,,N
388205,001628,17,08:00,18:00,N
388205,002693,18,08:00,16:00,N
388205,000282,19,06:00,,N
388207,000534,1,,22:00,N
388207,,2,,,Y
388207,001913,3,08:00,23:59,N
388207,,4,,,N
388207,000703,5,08:00,18:00,N
388207,,6,,,N
388207,L38049,7,14:00,23:59,N
388207,L38049,8,00:01,17:00,N
388207,,9,,,N
388207,,10,,,N
388207,,11,,,N
388207,,12,,,N
388207,L27685,13,08:00,16:00,N
388207,,14,,,N
388207,000531,15,10:00,19:00,N
388207,,16,,,N
388207,001628,17,08:00,18:00,N
388207,002693,18,08:00,16:00,N
388207,000282,19,06:00,,N
388209,000534,1,,22:00,N
388209,,2,,,Y
388209,001913,3,08:00,23:59,N
388209,,4,,,N
388209,000703,5,08:00,18:00,N
388209,,6,,,N
388209,L38049,7,14:00,23:59,N
388209,L38049,8,00:01,17:00,N
388209,,9,,,N
388209,,10,,,N
388209,,11,,,N
388209,,12,,,N
388209,L27685,13,08:00,16:00,N
388209,,14,,,N
388209,000531,15,10:00,19:00,N
388209,,16,,,N
388209,001628,17,08:00,18:00,N
388209,002693,18,08:00,16:00,N
388209,000282,19,06:00,,N
388211,000534,1,,22:00,N
388211,,2,,,Y
388211,001913,3,08:00,23:59,N
388211,,4,,,N
388211,000703,5,08:00,18:00,N
388211,,6,,,N
388211,L38049,7,14:00,23:59,N
388211,L38049,8,00:01,17:00,N
388211,,9,,,N
388211,,10,,,N
388211,,11,,,N
388211,,12,,,N
388211,L27685,13,08:00,16:00,N
388211,,14,,,N
388211,000531,15,10:00,19:00,N
388211,,16,,,N
388211,001628,17,08:00,18:00,N
388211,002693,18,08:00,16:00,N
388211,000282,19,06:00,,N
285227,001673,1,,23:59,N
285227,001673,2,00:01,23:00,N
285227,002639,3,08:00,18:00,N
285227,002112,4,08:00,18:00,N
285227,,5,,,N
285227,000158,6,08:00,18:00,N
285227,001610,7,09:00,18:00,N
285227,001673,8,06:00,,N
299589,001610,2,08:00,23:00,N
299589,L24601,3,08:00,16:00,N
299589,000158,4,08:00,20:00,N
299589,,5,,,N
299589,002639,6,08:00,18:00,N
299589,L24561,7,08:00,18:00,N
299589,001673,8,06:00,,N
299589,001673,1,,23:59,N
299595,001610,2,08:00,23:00,N
299595,L24601,3,08:00,16:00,N
299595,000158,4,08:00,20:00,N
299595,,5,,,N
299595,002639,6,08:00,18:00,N
299595,L24561,7,08:00,18:00,N
299595,001673,8,06:00,,N
299595,001673,1,,23:59,N
373463,001610,1,,23:00,N
373463,,2,,,N
373463,,3,,,N
373463,L38041,4,08:00,18:00,N
373463,,5,,,N
373463,,6,,,N
373463,,7,,,N
373463,,8,,,N
373463,000719,9,09:00,18:00,N
373463,002049,10,08:00,15:00,N
373463,L27691,11,13:00,18:00,N
373463,001984,12,08:00,23:00,N
373463,L15621,13,08:00,17:00,N
373463,,14,,,N
373463,L21485,15,08:00,17:00,N
373463,L21521,16,09:00,18:00,N
373463,,17,,,N
373463,000534,18,06:00,,N
373473,000534,1,,22:00,N
373473,,2,,,Y
373473,001913,3,08:00,23:59,N
373473,,4,,,N
373473,000703,5,08:00,18:00,N
373473,,6,,,N
373473,L38049,7,14:00,23:59,N
373473,L38049,8,00:01,17:00,N
373473,,9,,,N
373473,,10,,,N
373473,,11,,,N
373473,,12,,,N
373473,L27685,13,08:00,16:00,N
373473,,14,,,N
373473,000531,15,10:00,19:00,N
373473,,16,,,N
373473,001628,17,08:00,18:00,N
373473,002693,18,08:00,16:00,N
373473,000282,19,06:00,,N
307685,000718,1,,23:00,N
307685,,2,,,N
307685,004448,3,07:00,19:00,Y
307685,001636,4,08:00,18:00,N
307685,002166,5,08:00,18:00,Y
307685,000666,6,08:00,18:00,N
307685,002637,7,09:00,18:00,N
307685,000718,8,07:00,,N
307691,000718,1,,23:00,N
307691,,2,,,N
307691,CMS022,3,07:00,23:00,N
307691,000655,4,08:00,18:00,N
307691,002636,5,08:00,18:00,N
307691,000465,6,08:00,23:00,N
307691,L00203,7,08:00,17:00,N
307691,000718,8,07:00,,N
307697,000718,1,,23:00,N
307697,,2,,,N
307697,004448,3,07:00,18:00,N
307697,000931,4,08:00,22:00,N
307697,000446,5,08:00,17:00,N
307697,000804,6,08:00,18:00,N
307697,000965,7,08:00,18:00,N
307697,000718,8,07:00,,N
307703,000718,1,,23:00,N
307703,,2,,,N
307703,L39802,3,07:00,18:00,Y
307703,000454,4,08:00,18:00,N
307703,000945,5,08:00,18:00,Y
307703,000666,6,08:00,17:00,N
307703,000867,7,10:00,18:00,N
307703,000718,8,07:00,,N
307709,000282,1,,23:00,N
307709,,2,,,N
307709,000654,3,07:00,19:00,N
307709,001629,4,08:00,18:00,N
307709,002627,5,08:00,18:00,N
307709,L44069,6,09:00,18:00,N
307709,000718,7,06:00,,N
299689,,3,,,N
299689,L38041,4,08:00,18:00,N
299689,,5,,,N
299689,,6,,,N
299689,,7,,,N
299689,,8,,,N
299689,000719,9,09:00,18:00,N
299689,002049,10,08:00,15:00,N
299689,L27691,11,13:00,18:00,N
299689,L15621,12,08:00,18:00,N
299689,001984,13,08:00,23:00,N
299689,,14,,,N
299689,L21521,15,08:00,17:00,N
299689,L21485,16,09:00,18:00,N
299689,,17,,,N
299689,000534,18,06:00,,N
299689,001610,1,,23:00,N
299689,,2,,,N
299695,001610,1,,23:00,N
299695,,2,,,N
299695,,3,,,N
299695,L38041,4,08:00,18:00,N
299695,,5,,,N
299695,,6,,,N
299695,,7,,,N
299695,,8,,,N
299695,000719,9,09:00,18:00,N
299695,002049,10,08:00,15:00,N
299695,L27691,11,13:00,18:00,N
299695,L15621,12,08:00,18:00,N
299695,001984,13,08:00,23:00,N
299695,,14,,,N
299695,L21521,15,08:00,17:00,N
299695,L21485,16,09:00,18:00,N
