SHIP_ID,CABIN_TYPE_ID,CABIN_NO,DECK_NO
150012,1625608,1051,1
150012,1625608,1052,2
150012,1625608,1053,3
150012,1625608,1054,4
150012,1625608,1061,1
150012,1625608,1062,2
150012,1625608,1063,3
150012,1625608,1064,4
150012,1625608,1071,1
150012,1625608,1072,2
150012,1625608,1073,3
150012,1625608,1074,4
150012,1625608,1081,1
150012,1625608,1082,2
150012,1625608,1083,3
150012,1625608,1084,4
150012,1625608,1091,1
150012,1625608,1092,2
150012,1625608,1093,3
150012,1625608,1094,4
150012,1625608,1101,1
150012,1625608,1102,2
150012,1625608,1103,3
150012,1625608,1104,4
150012,1625608,1111,1
150012,1625608,1112,2
150012,1625608,1113,3
150012,1625608,1114,4
150012,1625608,1121,1
150012,1625608,1122,2
150012,1625608,1123,3
150012,1625608,1124,4
150012,1625608,1131,1
150012,1625608,1132,2
150012,1625608,1133,3
150012,1625608,1134,4
150012,1625608,1141,1
150012,1625608,1142,2
150012,1625608,1143,3
150012,1625608,1144,4
150012,1625608,1151,1
150012,1625608,1152,2
150012,1625608,1153,3
150012,1625608,1154,4
150012,1625608,1161,1
150012,1625608,1162,2
150012,1625608,1163,3
150012,1625608,1164,4
150012,1625608,1171,1
150012,1625608,1172,2
150012,1625608,1173,3
150012,1625608,1174,4
150012,1625608,1181,1
150012,1625608,1182,2
150012,1625608,1183,3
150012,1625608,1184,4
150012,1625608,1191,1
150012,1625608,1192,2
150012,1625608,1193,3
150012,1625608,1194,4
150012,1625608,1201,1
150012,1625608,1202,2
150012,1625608,1203,3
150012,1625608,1204,4
150012,1625608,1211,1
150012,1625608,1212,2
150012,1625608,1213,3
150012,1625608,1214,4
150012,1625608,1221,1
150012,1625608,1222,2
150012,1625608,1223,3
150012,1625608,1224,4
150012,1625608,1231,1
150012,1625608,1232,2
150012,1625608,1233,3
150012,1625608,1234,4
150012,1625608,1241,1
150012,1625608,1242,2
150012,1625608,1243,3
150012,1625608,1244,4
150012,1625608,1251,1
150012,1625608,1252,2
150012,1625608,1253,3
150012,1625608,1254,4
150012,1625608,1261,1
150012,1625608,1262,2
150012,1625608,1263,3
150012,1625608,1264,4
150012,1625608,1271,1
150012,1625608,1272,2
150012,1625608,1273,3
150012,1625608,1274,4
150012,1625608,1281,1
150012,1625608,1282,2
150012,1625608,1283,3
150012,1625608,1284,4
150012,1625608,1291,1
150012,1625608,1292,2
150012,1625608,1293,3
150012,1625608,1294,4
150012,1625608,1301,1
150012,1625608,1302,2
150012,1625608,1303,3
150012,1625608,1304,4
150012,1625608,1311,1
150012,1625608,1312,2
150012,1625608,1313,3
150012,1625608,1314,4
150012,1625608,1321,1
150012,1625608,1322,2
150012,1625608,1323,3
150012,1625608,1324,4
150012,1625608,1331,1
150012,1625608,1332,2
150012,1625608,1333,3
150012,1625608,1334,4
150012,1625608,1341,1
150012,1625608,1342,2
150012,1625608,1343,3
150012,1625608,1344,4
150012,1625608,1351,1
150012,1625608,1352,2
150012,1625608,1353,3
150012,1625608,1354,4
150012,1625608,1361,1
150012,1625608,1362,2
150012,1625608,1363,3
150012,1625608,1364,4
150012,1625608,1371,1
150012,1625608,1372,2
150012,1625608,1373,3
150012,1625608,1374,4
150012,1625608,1381,1
150012,1625608,1382,2
150012,1625608,1383,3
150012,1625608,1384,4
150012,1625608,1391,1
150012,1625608,1392,2
150012,1625608,1393,3
150012,1625608,1394,4
150012,1625608,1401,1
150012,1625608,1402,2
150012,1625608,1403,3
150012,1625608,1404,4
150012,1625608,1411,1
150012,1625608,1412,2
150012,1625608,1413,3
150012,1625608,1414,4
150012,1625608,1421,1
150012,1625608,1422,2
150012,1625608,1423,3
150012,1625608,1424,4
150012,1625608,1431,1
150012,1625608,1432,2
150012,1625608,1433,3
150012,1625608,1434,4
150012,1625608,1441,1
150012,1625608,1442,2
150012,1625608,1443,3
150012,1625608,1444,4
150012,1625608,1451,1
150012,1625608,1452,2
150012,1625608,1453,3
150012,1625608,1454,4
150012,1625608,1461,1
150012,1625608,1462,2
150012,1625608,1463,3
150012,1625608,1464,4
150012,1625608,1471,1
150012,1625608,1472,2
150012,1625608,1473,3
150012,1625608,1474,4
150012,1625608,1481,1
150012,1625608,1482,2
150012,1625608,1483,3
150012,1625608,1484,4
150012,1625608,1491,1
150012,1625608,1492,2
150012,1625608,1493,3
150012,1625608,1494,4
150012,1625608,1501,1
150012,1625608,1502,2
150012,1625608,1503,3
150012,1625608,1504,4
150012,1625608,1511,1
150012,1625608,1512,2
150012,1625608,1513,3
150012,1625608,1514,4
150012,1625608,1521,1
150012,1625608,1522,2
150012,1625608,1523,3
150012,1625608,1524,4
150012,1625608,1531,1
150012,1625608,1532,2
150012,1625608,1533,3
150012,1625608,1534,4
150012,1625608,1541,1
150012,1625608,1542,2
150012,1625608,1543,3
150012,1625608,1544,4
150012,1625608,1551,1
150012,1625608,1552,2
150012,1625608,1553,3
150012,1625608,1554,4
150012,1625608,1561,1
150012,1625608,1562,2
150012,1625608,1563,3
150012,1625608,1564,4
150012,1625608,1571,1
150012,1625608,1572,2
150012,1625608,1573,3
150012,1625608,1574,4
150012,1625608,1581,1
150012,1625608,1582,2
150012,1625608,1583,3
150012,1625608,1584,4
150012,1625608,1591,1
150012,1625608,1592,2
150012,1625608,1593,3
150012,1625608,1594,4
150012,1625608,1601,1
150012,1625608,1602,2
150012,1625608,1603,3
150012,1625608,1604,4
150012,1625608,1611,1
150012,1625608,1612,2
150012,1625608,1613,3
150012,1625608,1614,4
150012,1625608,1621,1
150012,1625608,1622,2
150012,1625608,1623,3
150012,1625608,1624,4
150012,1625608,1631,1
150012,1625608,1632,2
150012,1625608,1633,3
150012,1625608,1634,4
150012,1625608,1641,1
150012,1625608,1642,2
150012,1625608,1643,3
150012,1625608,1644,4
150012,1625608,1651,1
150012,1625608,1652,2
150012,1625608,1653,3
150012,1625608,1654,4
150012,1625608,1661,1
150012,1625608,1662,2
150012,1625608,1663,3
150012,1625608,1664,4
150012,1625608,1671,1
150012,1625608,1672,2
150012,1625608,1673,3
150012,1625608,1674,4
150012,1625608,1681,1
150012,1625608,1682,2
150012,1625608,1683,3
150012,1625608,1684,4
150012,1625608,1691,1
150012,1625608,1692,2
150012,1625608,1693,3
150012,1625608,1694,4
150012,1625608,1701,1
150012,1625608,1702,2
150012,1625608,1703,3
150012,1625608,1704,4
150012,1625608,1711,1
150012,1625608,1712,2
150012,1625608,1713,3
150012,1625608,1714,4
150012,1625608,1721,1
150012,1625608,1722,2
150012,1625608,1723,3
150012,1625608,1724,4
150012,1625608,1731,1
150012,1625608,1732,2
150012,1625608,1733,3
150012,1625608,1734,4
150012,1625608,1741,1
150012,1625608,1742,2
150012,1625608,1743,3
150012,1625608,1744,4
150012,1625608,1751,1
150012,1625608,1752,2
150012,1625608,1753,3
150012,1625608,1754,4
150012,1625608,1761,1
150012,1625608,1762,2
150012,1625608,1763,3
150012,1625608,1764,4
150012,1625608,1771,1
150012,1625608,1772,2
150012,1625608,1773,3
150012,1625608,1774,4
150012,1625608,1781,1
150012,1625608,1782,2
150012,1625608,1783,3
150012,1625608,1784,4
150012,1625608,1791,1
150012,1625608,1792,2
150012,1625608,1793,3
150012,1625608,1794,4
150012,1625608,1801,1
150012,1625608,1802,2
150012,1625608,1803,3
150012,1625608,1804,4
150012,1625608,1811,1
150012,1625608,1812,2
150012,1625608,1813,3
150012,1625608,1814,4
150012,1625608,1821,1
150012,1625608,1822,2
150012,1625608,1823,3
150012,1625608,1824,4
150012,1625608,1831,1
150012,1625608,1832,2
150012,1625608,1833,3
150012,1625608,1834,4
150012,1625608,1841,1
150012,1625608,1842,2
150012,1625608,1843,3
150012,1625608,1844,4
150012,1625608,1851,1
150012,1625608,1852,2
150012,1625608,1853,3
150012,1625608,1854,4
150012,1625608,1861,1
150012,1625608,1862,2
150012,1625608,1863,3
150012,1625608,1864,4
150012,1625608,1871,1
150012,1625608,1872,2
150012,1625608,1873,3
150012,1625608,1874,4
150012,1625608,1881,1
150012,1625608,1882,2
150012,1625608,1883,3
150012,1625608,1884,4
150012,1625608,1891,1
150012,1625608,1892,2
150012,1625608,1893,3
150012,1625608,1894,4
150012,1625608,1901,1
150012,1625608,1902,2
150012,1625608,1903,3
150012,1625608,1904,4
150012,1625608,1911,1
150012,1625608,1912,2
150012,1625608,1913,3
150012,1625608,1914,4
150012,1625608,1921,1
150012,1625608,1922,2
150012,1625608,1923,3
150012,1625608,1924,4
150012,1625608,1931,1
150012,1625608,1932,2
150012,1625608,1933,3
150012,1625608,1934,4
150012,1625608,1941,1
150012,1625608,1942,2
150012,1625608,1943,3
150012,1625608,1944,4
150012,1625608,1951,1
150012,1625608,1952,2
150012,1625608,1953,3
150012,1625608,1954,4
150012,1625608,1961,1
150012,1625608,1962,2
150012,1625608,1963,3
150012,1625608,1964,4
150012,1625608,1971,1
150012,1625608,1972,2
150012,1625608,1973,3
150012,1625608,1974,4
150012,1625608,1981,1
150012,1625608,1982,2
150012,1625608,1983,3
150012,1625608,1984,4
150012,1625608,1991,1
150012,1625608,1992,2
150012,1625608,1993,3
150012,1625608,1994,4
150012,1625608,2001,1
150012,1625608,2002,2
150012,1625608,2003,3
150012,1625608,2004,4
150012,1419541,11,1
150012,1419541,12,2
150012,1419541,13,3
150012,1419541,14,4
150012,1419541,21,1
150012,1419541,22,2
150012,1419541,23,3
150012,1419541,24,4
150012,1419541,31,1
150012,1419541,32,2
150012,1419541,33,3
150012,1419541,34,4
150012,1419541,41,1
150012,1419541,42,2
150012,1419541,43,3
150012,1419541,44,4
150012,1419541,51,1
150012,1419541,52,2
150012,1419541,53,3
150012,1419541,54,4
150012,1419541,61,1
150012,1419541,62,2
150012,1419541,63,3
150012,1419541,64,4
150012,1419541,71,1
150012,1419541,72,2
150012,1419541,73,3
150012,1419541,74,4
150012,1419541,81,1
150012,1419541,82,2
150012,1419541,83,3
150012,1419541,84,4
150012,1419541,91,1
150012,1419541,92,2
150012,1419541,93,3
150012,1419541,94,4
150012,1419541,101,1
150012,1419541,102,2
150012,1419541,103,3
150012,1419541,104,4
150012,1419541,111,1
150012,1419541,112,2
150012,1419541,113,3
150012,1419541,114,4
150012,1419541,121,1
150012,1419541,122,2
150012,1419541,123,3
150012,1419541,124,4
150012,1419541,131,1
150012,1419541,132,2
150012,1419541,133,3
150012,1419541,134,4
150012,1419541,141,1
150012,1419541,142,2
150012,1419541,143,3
150012,1419541,144,4
150012,1419541,151,1
150012,1419541,152,2
150012,1419541,153,3
150012,1419541,154,4
150012,1419541,161,1
150012,1419541,162,2
150012,1419541,163,3
150012,1419541,164,4
150012,1419541,171,1
150012,1419541,172,2
150012,1419541,173,3
150012,1419541,174,4
150012,1419541,181,1
150012,1419541,182,2
150012,1419541,183,3
150012,1419541,184,4
150012,1419541,191,1
150012,1419541,192,2
150012,1419541,193,3
150012,1419541,194,4
150012,1419541,201,1
150012,1419541,202,2
150012,1419541,203,3
150012,1419541,204,4
150012,1419541,211,1
150012,1419541,212,2
150012,1419541,213,3
150012,1419541,214,4
150012,1419541,221,1
150012,1419541,222,2
150012,1419541,223,3
150012,1419541,224,4
150012,1419541,231,1
150012,1419541,232,2
150012,1419541,233,3
150012,1419541,234,4
150012,1419541,241,1
150012,1419541,242,2
150012,1419541,243,3
150012,1419541,244,4
150012,1419541,251,1
150012,1419541,252,2
150012,1419541,253,3
150012,1419541,254,4
150012,1419541,261,1
150012,1419541,262,2
150012,1419541,263,3
150012,1419541,264,4
150012,1419541,271,1
150012,1419541,272,2
150012,1419541,273,3
150012,1419541,274,4
150012,1419541,281,1
150012,1419541,282,2
150012,1419541,283,3
150012,1419541,284,4
150012,1419541,291,1
150012,1419541,292,2
150012,1419541,293,3
150012,1419541,294,4
150012,1419541,301,1
150012,1419541,302,2
150012,1419541,303,3
150012,1419541,304,4
150012,1419541,311,1
150012,1419541,312,2
150012,1419541,313,3
150012,1419541,314,4
150012,1419541,321,1
150012,1419541,322,2
150012,1419541,323,3
150012,1419541,324,4
150012,1419541,331,1
150012,1419541,332,2
150012,1419541,333,3
150012,1419541,334,4
150012,1419541,341,1
150012,1419541,342,2
150012,1419541,343,3
150012,1419541,344,4
150012,1419541,351,1
150012,1419541,352,2
150012,1419541,353,3
150012,1419541,354,4
150012,1419541,361,1
150012,1419541,362,2
150012,1419541,363,3
150012,1419541,364,4
150012,1419541,371,1
150012,1419541,372,2
150012,1419541,373,3
150012,1419541,374,4
150012,1419541,381,1
150012,1419541,382,2
150012,1419541,383,3
150012,1419541,384,4
150012,1419541,391,1
150012,1419541,392,2
150012,1419541,393,3
150012,1419541,394,4
150012,1419541,401,1
150012,1419541,402,2
150012,1419541,403,3
150012,1419541,404,4
150012,1419541,411,1
150012,1419541,412,2
150012,1419541,413,3
150012,1419541,414,4
150012,1419541,421,1
150012,1419541,422,2
150012,1419541,423,3
150012,1419541,424,4
150012,1419541,431,1
150012,1419541,432,2
150012,1419541,433,3
150012,1419541,434,4
150012,1419541,441,1
150012,1419541,442,2
150012,1419541,443,3
150012,1419541,444,4
150012,1419541,451,1
150012,1419541,452,2
150012,1419541,453,3
150012,1419541,454,4
150012,1419541,461,1
150012,1419541,462,2
150012,1419541,463,3
150012,1419541,464,4
150012,1419541,471,1
150012,1419541,472,2
150012,1419541,473,3
150012,1419541,474,4
150012,1419541,481,1
150012,1419541,482,2
150012,1419541,483,3
150012,1419541,484,4
150012,1419541,491,1
150012,1419541,492,2
150012,1419541,493,3
150012,1419541,494,4
150012,1419541,501,1
150012,1419541,502,2
150012,1419541,503,3
150012,1419541,504,4
150012,1419541,511,1
150012,1419541,512,2
150012,1419541,513,3
150012,1419541,514,4
150012,1419541,521,1
150012,1419541,522,2
150012,1419541,523,3
150012,1419541,524,4
150012,1419541,531,1
150012,1419541,532,2
150012,1419541,533,3
150012,1419541,534,4
150012,1419541,541,1
150012,1419541,542,2
150012,1419541,543,3
150012,1419541,544,4
150012,1419541,551,1
150012,1419541,552,2
150012,1419541,553,3
150012,1419541,554,4
150012,1419541,561,1
150012,1419541,562,2
150012,1419541,563,3
150012,1419541,564,4
150012,1419541,571,1
150012,1419541,572,2
150012,1419541,573,3
150012,1419541,574,4
150012,1419541,581,1
150012,1419541,582,2
150012,1419541,583,3
150012,1419541,584,4
150012,1419541,591,1
150012,1419541,592,2
150012,1419541,593,3
150012,1419541,594,4
150012,1419541,601,1
150012,1419541,602,2
150012,1419541,603,3
150012,1419541,604,4
150012,1419541,611,1
150012,1419541,612,2
150012,1419541,613,3
150012,1419541,614,4
150012,1419541,621,1
150012,1419541,622,2
150012,1419541,623,3
150012,1419541,624,4
150012,1419541,631,1
150012,1419541,632,2
150012,1419541,633,3
150012,1419541,634,4
150012,1419541,641,1
150012,1419541,642,2
150012,1419541,643,3
150012,1419541,644,4
150012,1419541,651,1
150012,1419541,652,2
150012,1419541,653,3
150012,1419541,654,4
150012,1419541,661,1
150012,1419541,662,2
150012,1419541,663,3
150012,1419541,664,4
150012,1419541,671,1
150012,1419541,672,2
150012,1419541,673,3
150012,1419541,674,4
150012,1419541,681,1
150012,1419541,682,2
150012,1419541,683,3
150012,1419541,684,4
150012,1419541,691,1
150012,1419541,692,2
150012,1419541,693,3
150012,1419541,694,4
150012,1419541,701,1
150012,1419541,702,2
150012,1419541,703,3
150012,1419541,704,4
150012,1419541,711,1
150012,1419541,712,2
150012,1419541,713,3
150012,1419541,714,4
150012,1419541,721,1
150012,1419541,722,2
150012,1419541,723,3
150012,1419541,724,4
150012,1419541,731,1
150012,1419541,732,2
150012,1419541,733,3
150012,1419541,734,4
150012,1419541,741,1
150012,1419541,742,2
150012,1419541,743,3
150012,1419541,744,4
150012,1419541,751,1
150012,1419541,752,2
150012,1419541,753,3
150012,1419541,754,4
150012,1419541,761,1
150012,1419541,762,2
150012,1419541,763,3
150012,1419541,764,4
150012,1419541,771,1
150012,1419541,772,2
150012,1419541,773,3
150012,1419541,774,4
150012,1419541,781,1
150012,1419541,782,2
150012,1419541,783,3
150012,1419541,784,4
150012,1419541,791,1
150012,1419541,792,2
150012,1419541,793,3
150012,1419541,794,4
150012,1419541,801,1
150012,1419541,802,2
150012,1419541,803,3
150012,1419541,804,4
150012,1419541,811,1
150012,1419541,812,2
150012,1419541,813,3
150012,1419541,814,4
150012,1419541,821,1
150012,1419541,822,2
150012,1419541,823,3
150012,1419541,824,4
150012,1419541,831,1
150012,1419541,832,2
150012,1419541,833,3
150012,1419541,834,4
150012,1419541,841,1
150012,1419541,842,2
150012,1419541,843,3
150012,1419541,844,4
150012,1419541,851,1
150012,1419541,852,2
150012,1419541,853,3
150012,1419541,854,4
150012,1419541,861,1
150012,1419541,862,2
150012,1419541,863,3
150012,1419541,864,4
150012,1419541,871,1
150012,1419541,872,2
150012,1419541,873,3
150012,1419541,874,4
150012,1419541,881,1
150012,1419541,882,2
150012,1419541,883,3
150012,1419541,884,4
150012,1419541,891,1
150012,1419541,892,2
150012,1419541,893,3
150012,1419541,894,4
150012,1419541,901,1
150012,1419541,902,2
150012,1419541,903,3
150012,1419541,904,4
150012,1419541,911,1
150012,1419541,912,2
150012,1419541,913,3
150012,1419541,914,4
150012,1419541,921,1
150012,1419541,922,2
150012,1419541,923,3
150012,1419541,924,4
150012,1419541,931,1
150012,1419541,932,2
150012,1419541,933,3
150012,1419541,934,4
150012,1419541,941,1
150012,1419541,942,2
150012,1419541,943,3
150012,1419541,944,4
150012,1419541,951,1
150012,1419541,952,2
150012,1419541,953,3
150012,1419541,954,4
150012,1419541,961,1
150012,1419541,962,2
150012,1419541,963,3
150012,1419541,964,4
150012,1419541,971,1
150012,1419541,972,2
150012,1419541,973,3
150012,1419541,974,4
150012,1419541,981,1
150012,1419541,982,2
150012,1419541,983,3
150012,1419541,984,4
150012,1419541,991,1
150012,1419541,992,2
150012,1419541,993,3
150012,1419541,994,4
150012,1419541,1001,1
150012,1419541,1002,2
150012,1419541,1003,3
150012,1419541,1004,4
150012,1419541,1011,1
150012,1419541,1012,2
150012,1419541,1013,3
150012,1419541,1014,4
150012,1419541,1021,1
150012,1419541,1022,2
150012,1419541,1023,3
150012,1419541,1024,4
150012,1419541,1031,1
150012,1419541,1032,2
150012,1419541,1033,3
150012,1419541,1034,4
150012,1419541,1041,1
150012,1419541,1042,2
150012,1419541,1043,3
150012,1419541,1044,4
150012,1419541,1051,1
150012,1419541,1052,2
150012,1419541,1053,3
150012,1419541,1054,4
150012,1419541,1061,1
150012,1419541,1062,2
150012,1419541,1063,3
150012,1419541,1064,4
150012,1419541,1071,1
150012,1419541,1072,2
